Date,Actual,LSTM_Predicted,ARIMA_Predicted
2025-10-15,512.4708251953125,498.48776,443.674857141912
2025-10-16,510.65423583984375,497.357,443.8381079862849
2025-10-17,512.62060546875,496.14777,444.0013588306578
2025-10-20,515.8245239257812,495.24692,444.1646096750307
2025-10-21,516.6929321289062,494.9143,444.3278605194036
2025-10-22,519.5675659179688,494.99005,444.4911113637765
2025-10-23,519.5875244140625,495.5844,444.6543622081494
2025-10-24,522.6318359,496.3814,444.8176130525223
2025-10-27,530.527099609375,497.53317,444.9808638968952
2025-10-28,541.057373046875,499.5403,445.1441147412681
2025-10-29,540.538330078125,502.80597,445.307365585641
2025-10-30,524.77783203125,506.2595,445.4706164300139
2025-10-31,516.8426513671875,507.85992,445.6338672743868
2025-11-03,516.0641479492188,507.65634,445.79711811875967
2025-11-04,513.3692016601562,506.45392,445.96036896313257
2025-11-05,506.2125549316406,504.51282,446.12361980750546
2025-11-06,496.1713562011719,501.64215,446.28687065187836
2025-11-07,495.8918762207031,497.60278,446.45012149625126
2025-11-10,505.0547180175781,493.4124,446.61337234062415
2025-11-11,507.7297058105469,490.48022,446.77662318499705
2025-11-12,510.1851501464844,488.7073,446.93987402936995
2025-11-13,502.3497924804688,488.01715,447.10312487374284
2025-11-14,509.2268981933594,487.20007,447.26637571811574
2025-11-17,506.54193115234375,487.2246,447.42962656248864
2025-11-18,492.8675537109375,487.35074,447.59287740686153
2025-11-19,486.2099914550781,486.17203,447.75612825123443
2025-11-21,472.1199951171875,480.45456,448.0826299399802
2025-11-24,474.0,476.17685,448.2458807843531
2025-11-25,476.989990234375,472.09854,448.409131628726
2025-11-26,485.5,468.80664,448.5723824730989
2025-11-28,492.010009765625,467.12552,448.7356333174718
2025-12-01,486.739990234375,467.10352,448.8988841618447
2025-12-02,490.0,467.44208,449.0621350062176
2025-12-03,477.7300109863281,468.37848,449.2253858505905
2025-12-04,480.8399963378906,468.2677,449.3886366949634
2025-12-05,483.1600036621094,468.0513,449.5518875393363
2025-12-08,491.0199890136719,467.96875,449.7151383837092
2025-12-09,492.0199890136719,468.73907,449.8783892280821
2025-12-10,478.55999755859375,469.92087,450.041640072455
2025-12-11,483.4700012207031,469.84445,450.2048909168279
2025-12-16,476.3900146484375,467.73624,450.69464344994657
2025-12-18,483.9800109863281,465.20493,451.02114513869236
2025-12-19,485.9200134277344,464.94107,451.18439598306526
2025-12-22,484.9200134277344,465.35623,451.34764682743815
2025-12-23,486.8500061035156,466.00897,451.51089767181105
2025-12-26,487.7099914550781,468.05927,451.83739936055684
2025-12-31,483.6199951171875,470.64777,452.32715189367553
2026-01-02,472.9400024414063,470.7784,452.49040273804843
2026-01-07,483.4700012207031,466.39246,452.9801552711671
2026-01-08,478.1099853515625,465.8389,453.14340611554
2026-01-09,479.2799987792969,465.20297,453.3066569599129
2026-01-12,477.1799926757813,464.78763,453.4699078042858
2026-01-13,470.6700134277344,464.30896,453.6331586486587
2026-01-15,456.6600036621094,460.8038,453.9596603374045
2026-01-21,444.1099853515625,452.01868,454.4494128705232
2026-01-22,451.1400146484375,448.30234,454.6126637148961
2026-01-27,480.5799865722656,445.2653,455.1024162480148
2026-01-28,481.6300048828125,447.88254,455.2656670923877
2026-01-29,433.5,451.31705,455.42891793676057
2026-01-30,430.2900085449219,449.9933,455.59216878113347
